tenant_id,age,city_tier,employer_type,income_monthly,rent_amount,deposit_multiple,lease_term_months,tenure_months_on_platform,avg_days_late,late_payment_rate,failed_txn_rate,payment_method,rent_to_income,default_flag,dpd_next_month
1282,32,Tier2,MNC,71817,17134,2,12,13,1,0.09195956979642647,0.06426789143041485,Card,0.2385786095214225,0,0
1283,34,Tier1,MNC,60898,19569,1,22,7,3,0.04297394056335302,0.13894613696787753,Card,0.32134060231863115,0,0
1284,34,Tier1,MNC,59258,12310,3,7,2,2,0.21035038314850055,0.05580668664303185,Card,0.20773566438286814,0,1
1285,28,Tier2,MNC,82176,21572,2,22,7,1,0.40581279252991287,0.1290372374525542,UPI,0.2625097352024922,0,3
1286,28,Tier1,Startup,66751,28439,2,19,7,1,0.19234028181951274,0.030330024926848265,Card,0.42604605174454313,0,2
1287,27,Tier1,SME,72505,18749,2,9,3,1,0.4303025916849494,0.08218417452288301,Card,0.25858906282325356,0,1
1288,31,Tier2,MNC,59474,19601,1,7,6,1,0.0936017659916869,0.035190199975175876,Card,0.3295725863402495,0,3
1289,27,Tier2,MNC,70500,28655,3,11,14,3,0.15773062244776062,0.044182195408474706,UPI,0.4064539007092199,0,2
1290,33,Tier3,MNC,54971,24922,3,21,16,1,0.1952901243636237,0.06418876809624516,Card,0.453366320423496,0,2
1291,37,Tier1,MNC,36737,11625,2,23,5,0,0.1120421815889325,0.06883569861363044,UPI,0.31643846802950704,0,1
1292,29,Tier1,MNC,48237,16322,2,15,17,2,0.23721217486331989,0.024156592238440182,UPI,0.3383709600514128,0,3
1293,51,Tier1,Gig,91610,23687,1,23,2,2,0.3336304315457329,0.17467758529793248,Card,0.2585634756031001,0,2
1294,36,Tier1,Startup,37664,12579,3,14,12,2,0.3177958244998563,0.02077753665270073,UPI,0.33397939677145283,0,1
1295,41,Tier2,MNC,86278,13648,2,11,4,2,0.591094411596582,0.18714430560460815,UPI,0.1581863279167343,0,2
1296,49,Tier1,SME,60831,10333,1,6,14,1,0.23250456410048698,0.1147048232596981,Card,0.16986404957998388,0,6
1297,28,Tier1,MNC,57250,13542,2,9,7,2,0.10883320125515439,0.0787659972934175,Card,0.2365414847161572,0,3
1298,49,Tier3,Startup,63992,31515,1,22,13,1,0.41061434343751774,0.4071530840324256,UPI,0.4924834354294287,0,4
1299,54,Tier3,Gig,39317,10675,0,15,4,4,0.2316408671554588,0.22396708846748667,Card,0.2715110511992268,1,103
1300,41,Tier1,SME,78416,21142,2,8,14,2,0.17470251281515692,0.21430206185778428,UPI,0.26961334421546623,1,36
1301,43,Tier1,SME,72144,14834,2,17,9,5,0.5373697150841392,0.037164894286265585,Wallet,0.205616544688401,0,2
1302,39,Tier2,Gig,86492,39371,3,14,3,2,0.24807564234672647,0.0679728371210745,Card,0.45519816861675066,1,77
1303,32,Tier3,SME,58377,8990,1,21,12,2,0.1480524677135334,0.12256456531473654,UPI,0.15399900645802286,0,1
1304,41,Tier2,SME,81408,13470,1,14,1,2,0.2972238374080681,0.2458692892302805,Card,0.1654628537735849,0,1
1305,34,Tier2,Startup,63047,27552,3,21,8,4,0.07283002039722306,0.018483302489056202,UPI,0.4370073120053294,0,0
1306,38,Tier1,Startup,73480,16251,2,9,1,0,0.31428032725105226,0.09613345604417103,UPI,0.22116222101252042,0,3
1307,25,Tier2,Startup,22116,4339,2,23,4,2,0.19484804794400323,0.15853898881862424,UPI,0.19619280159160787,0,1
1308,23,Tier1,MNC,54613,22230,2,23,0,3,0.07766488494563817,0.012529573900648083,UPI,0.4070459414425137,0,2
1309,35,Tier1,SME,57791,14274,2,23,4,4,0.1517762058220159,0.0818892586375117,Card,0.2469934764928795,0,2
1310,24,Tier3,Startup,66628,20806,2,12,9,4,0.3939364118954743,0.32832590572649395,Card,0.3122711172480038,0,4
1311,49,Tier2,MNC,67405,28204,2,15,15,2,0.23010753487147292,0.07559713455142228,UPI,0.41842593279430307,0,3
1312,37,Tier2,SME,79571,18122,1,11,2,1,0.05724434067265154,0.09047493720540911,Card,0.22774628947732214,0,1
1313,54,Tier1,MNC,78474,26304,1,21,4,3,0.3094688717327367,0.12308186457484023,UPI,0.3351938221576573,0,1
1314,23,Tier2,Gig,65525,11975,2,23,15,1,0.17554192497530613,0.2676538374477138,UPI,0.1827546737886303,1,53
1315,23,Tier1,MNC,32234,11019,1,11,16,3,0.12471636994620401,0.32230356196289234,NetBanking,0.3418440156356642,0,0
1316,25,Tier1,Gig,51661,16360,2,20,9,1,0.23595319366076517,0.09284748762303349,UPI,0.3166798939238497,0,4
1317,32,Tier1,Gig,37409,7685,1,13,6,0,0.10176948458061652,0.0593892654386203,UPI,0.20543184795102784,0,0
1318,42,Tier3,MNC,38729,13646,2,10,3,2,0.1113874346435337,0.15948877661457161,UPI,0.35234578739445893,0,2
1319,33,Tier1,SME,43758,17903,2,20,9,2,0.35450991348930405,0.05588736528381314,NetBanking,0.409136615018968,0,3
1320,53,Tier1,MNC,88861,27279,2,16,1,4,0.38152266772124027,0.16333005301217218,UPI,0.30698506656463465,0,1
1321,54,Tier1,Gig,42880,11319,2,18,14,1,0.038304200029452416,0.015907020448746145,UPI,0.26396921641791044,0,1
1322,22,Tier2,MNC,52688,12416,1,10,3,3,0.25530817796434424,0.40350608599376403,Card,0.23565138171879746,0,2
1323,42,Tier1,Gig,59052,15804,2,18,16,1,0.13852169731567374,0.10308115939422746,Card,0.2676285307864255,0,4
1324,41,Tier3,MNC,85527,18588,2,13,2,0,0.15373908602366387,0.06511585311907803,Card,0.21733487670560173,1,49
1325,50,Tier3,SME,39508,7457,2,17,6,2,0.15023465034448302,0.11200011715604449,UPI,0.18874658297053762,0,3
1326,36,Tier3,MNC,78656,36124,2,10,16,2,0.4988504592077454,0.024752646223238323,Wallet,0.45926566314076483,0,0
1327,24,Tier2,SME,62149,13424,3,11,7,2,0.09052522877385034,0.06857899633566437,Card,0.21599703937311943,0,2
1328,22,Tier1,Startup,26270,4514,2,20,8,1,0.37936627786350346,0.4063087213668853,Card,0.17183098591549295,0,3
1329,26,Tier1,MNC,72834,13666,2,9,11,3,0.5296922830246836,0.004147736711003115,UPI,0.18763214982013895,0,2
1330,47,Tier2,Startup,71541,23098,2,20,17,4,0.102698432642212,0.033197911136754125,UPI,0.3228638123593464,0,5
1331,24,Tier3,Gig,54282,14854,3,11,5,0,0.4556961835611063,0.008392694525923958,UPI,0.27364503887108066,0,4
1332,44,Tier1,Gig,107100,47738,2,13,10,1,0.13193472614429758,0.1776396531244519,Card,0.4457329598506069,0,2
1333,25,Tier1,Gig,49018,12684,2,18,8,3,0.46157741814071346,0.23185297110197656,UPI,0.2587620873964666,0,1
1334,52,Tier2,Startup,68121,20670,2,7,16,2,0.4082072833091333,0.007518787859540372,UPI,0.3034306601488528,0,4
1335,24,Tier3,MNC,52429,22782,1,15,9,1,0.15239979955114205,0.18254845472333878,Wallet,0.43453050792500336,0,1
1336,43,Tier1,SME,62159,18956,1,10,2,5,0.09213270676930342,0.23505148767603443,Card,0.30495986100162487,1,56
1337,21,Tier2,Gig,80183,30192,2,8,4,1,0.1460303128867489,0.07809274954614788,UPI,0.3765386677974134,0,2
1338,45,Tier3,Gig,34214,7647,1,19,5,3,0.22739642116413422,0.058823573958908235,UPI,0.2235049979540539,0,4
1339,23,Tier1,Startup,76037,11700,0,19,8,2,0.3375364889719127,0.10057271098309066,Card,0.15387245683022738,0,5
1340,33,Tier3,MNC,42168,15866,2,14,12,2,0.3006694055616839,0.21161520937930117,NetBanking,0.3762568772528932,0,0
1341,50,Tier2,Startup,76885,24625,3,12,0,1,0.38250690386089337,0.06742016536995894,Wallet,0.32028354035247447,0,0
1342,40,Tier1,MNC,57236,27163,2,8,2,2,0.20090507387678366,0.008631035358149512,UPI,0.47457893633377596,1,117
1343,32,Tier2,MNC,47854,9254,3,17,2,1,0.5211436700167166,0.20516533316592783,Card,0.19337986375224642,0,4
1344,42,Tier1,Gig,78282,14585,2,11,2,5,0.017020165757871977,0.006852989408224966,UPI,0.1863135842211492,0,3
1345,42,Tier1,SME,43486,9979,0,11,9,0,0.6260395165817084,0.10781708087084796,NetBanking,0.22947615324472245,0,1
1346,24,Tier1,SME,82332,13561,2,10,6,0,0.034946068447233886,0.1723718346249148,UPI,0.1647111694116504,0,3
1347,37,Tier1,MNC,64189,31658,2,22,12,2,0.3686718425733048,0.053193993723830456,NetBanking,0.4931997694308994,1,64
1348,27,Tier1,Startup,89173,32187,1,16,12,0,0.10296840452889794,0.10131432956481486,Card,0.36095006335998564,0,2
1349,37,Tier1,SME,64572,14507,0,9,3,1,0.015187797582183717,0.10211222139222585,UPI,0.22466394102707055,0,1
1350,29,Tier2,SME,92783,27120,1,12,3,0,0.3406599437442285,0.018938882854100437,UPI,0.29229492471681234,0,1
1351,29,Tier2,SME,29759,10232,2,18,15,0,0.18268925855784732,2.354464998856311e-05,UPI,0.34382875768675025,0,3
1352,41,Tier2,MNC,96739,28396,1,10,7,1,0.26482853135889833,0.16677432626369107,UPI,0.29353208116685103,0,3
1353,36,Tier2,SME,77946,20094,3,16,1,4,0.22269721636506884,0.17805858972712446,UPI,0.2577938572858133,0,0
1354,39,Tier1,Startup,81076,34049,0,10,10,2,0.27032850028724953,0.33215825775333097,UPI,0.4199639844096897,0,3
1355,25,Tier1,Gig,42144,6589,2,22,5,2,0.49003085284590525,0.3597411656389379,NetBanking,0.1563449126803341,0,2
1356,31,Tier1,MNC,96856,31182,0,11,5,3,0.3416863386880059,0.08849717235703235,NetBanking,0.32194185182126045,0,5
1357,32,Tier2,Startup,57724,19040,1,15,9,2,0.4329868986135503,0.05944859311702235,UPI,0.32984547155429284,0,2
1358,47,Tier2,SME,51987,11313,1,11,3,5,0.13225578378932581,0.017089596207818053,Card,0.2176120953315252,0,3
1359,33,Tier2,SME,27764,4426,2,9,5,0,0.0910473431831685,0.03981983068021196,UPI,0.15941506987465784,0,2
1360,44,Tier3,Gig,58373,21654,2,11,2,2,0.34045931950208647,0.01107107039557821,Card,0.37095917633152314,1,73
1361,50,Tier1,SME,88482,19583,3,6,10,4,0.295572186225906,0.11161473878505922,UPI,0.2213218507719084,0,2
1362,25,Tier1,Gig,81797,26592,0,16,11,3,0.2310505164643814,0.11784865915844771,Card,0.32509749746323213,0,3
1363,23,Tier3,MNC,72689,33481,3,7,8,0,0.2738145143648153,0.0638855323263718,UPI,0.4606061439832712,0,0
1364,47,Tier2,MNC,48379,22068,1,12,5,1,0.08421972845733479,0.07586712009089025,NetBanking,0.45614832882035594,1,63
1365,31,Tier1,MNC,29827,13845,2,17,4,2,0.2319282402950241,0.04777501239929898,UPI,0.4641767526066986,0,4
1366,31,Tier1,Startup,75560,16554,2,11,7,1,0.11948420347186335,0.15551825355866794,Card,0.21908417151932238,0,3
1367,54,Tier2,MNC,36115,5690,2,18,6,3,0.07641250958970064,0.13256907934505893,NetBanking,0.15755226360238128,0,2
1368,36,Tier1,SME,43820,19640,2,22,10,0,0.20286176621333504,0.07282018286371914,Card,0.4481971702418987,0,2
1369,41,Tier1,MNC,60848,26780,2,7,6,3,0.02782093454190108,0.025159942793258904,Card,0.4401130686300289,0,2
1370,27,Tier2,SME,61306,20363,3,7,6,1,0.43422238650802564,0.04603764613142354,Card,0.33215345969399407,0,0
1371,29,Tier1,MNC,50695,20360,1,12,12,3,0.06195636851980528,0.0989145058248913,UPI,0.4016175165203669,0,0
1372,34,Tier2,Startup,83959,20401,3,10,14,4,0.07638543813513732,0.0990176760872417,UPI,0.2429876487333103,0,2
1373,21,Tier2,Gig,75657,27338,1,7,6,2,0.2209032902582393,0.03216781837699447,NetBanking,0.3613413167320935,0,2
1374,28,Tier2,Startup,27807,12661,1,14,12,1,0.16504293893711183,0.12087158351338696,UPI,0.45531700650915236,1,106
1375,54,Tier2,Gig,77977,30338,3,22,14,2,0.017754712667971777,0.0321201433744346,Wallet,0.38906344178411584,0,3
1376,45,Tier2,Startup,18083,8469,0,9,12,3,0.17803074290290094,0.03193639722670791,UPI,0.46834043023834543,0,2
1377,40,Tier2,Startup,46226,19228,2,12,6,1,0.4802934245954884,0.0330669199061733,UPI,0.41595638817981223,0,4
1378,41,Tier3,Gig,63435,10472,1,23,8,2,0.04972315088911867,0.1792883423991407,UPI,0.1650823677780405,0,1
1379,32,Tier1,MNC,40890,15559,1,23,9,1,0.4645966227352749,0.09099981740523014,UPI,0.3805086818292981,0,2
1380,50,Tier2,SME,63218,26161,1,13,1,4,0.35765096707468796,0.0001372849007048427,Card,0.4138220127178968,0,1
1381,36,Tier2,MNC,55087,12353,2,15,3,3,0.15962823927838732,0.06331211275531701,Card,0.22424528473142483,0,2
1382,26,Tier1,Gig,69979,27410,2,11,12,3,0.06902775188723538,0.06119517632074153,NetBanking,0.39168893525200416,0,1
1383,22,Tier2,Startup,75879,36118,1,20,17,1,0.24674066356947327,0.07060802407496447,NetBanking,0.475994675733734,0,3
1384,40,Tier3,MNC,55431,11341,3,20,9,4,0.09409239742097854,0.4015844893943962,Card,0.20459670581443595,0,3
1385,25,Tier2,Startup,44295,12630,0,12,16,3,0.16287876740985885,0.13907330882279287,Card,0.2851337622756519,0,2
1386,37,Tier2,SME,84850,15037,2,14,10,2,0.34143096379392385,0.01525561525490095,UPI,0.17721862109605185,0,2
1387,49,Tier3,SME,85260,31276,3,15,4,3,0.12751615783641151,0.07223331363956337,UPI,0.3668308702791461,1,102
1388,37,Tier1,Gig,61156,25524,3,21,6,4,0.3277226304012876,0.059595239829313404,UPI,0.41735888547321603,0,2
1389,41,Tier3,MNC,80441,24511,1,22,5,1,0.14488306299195464,0.004764180944190864,UPI,0.3047077982620803,0,1
1390,46,Tier3,SME,58922,23073,2,19,5,4,0.3922535828563759,0.11344878094473566,Card,0.3915854858966091,0,3
1391,35,Tier2,Gig,59208,17687,2,21,15,1,0.16645246289536314,0.04380884173022013,Wallet,0.298726523442778,0,4
1392,35,Tier2,Startup,72927,23162,3,15,7,2,0.24424663286425333,0.2815394184997039,UPI,0.3176052765093861,0,2
1393,23,Tier2,Gig,72315,16184,1,19,7,5,0.1525066436756579,0.01731052934435816,UPI,0.22379865864620066,0,1
1394,44,Tier1,MNC,59022,26764,1,22,12,3,0.3505050312028533,0.2841383054799562,Card,0.4534580325980143,0,3
1395,21,Tier1,Startup,26003,8484,1,19,3,1,0.308525624762262,0.06991914355245246,Card,0.3262700457639503,0,0
1396,30,Tier2,MNC,66474,24980,3,12,9,1,0.35021763036249226,0.07052623486160763,UPI,0.375786021602431,0,2
1397,30,Tier2,Startup,67440,24873,2,14,12,1,0.07326266310497043,0.10773836008054946,UPI,0.3688167259786477,1,47
1398,25,Tier2,SME,77166,19638,2,12,16,1,0.22517464745313925,0.03592336369896463,UPI,0.25449031957079543,0,2
1399,46,Tier2,MNC,38800,8305,1,15,3,1,0.26098902929422674,0.07129681809072431,UPI,0.2140463917525773,1,62
1400,47,Tier1,SME,65412,30835,1,20,12,1,0.1974512471175613,0.046666918383981036,Card,0.471396685623433,0,2
1401,25,Tier1,MNC,59117,29037,1,10,9,3,0.29032183911518317,0.11640043027024324,UPI,0.49117851041155675,0,2
1402,38,Tier3,Gig,66706,15156,3,9,12,1,0.188843885037644,0.03458501365913774,UPI,0.22720594849039066,0,2
1403,29,Tier1,SME,76492,19980,2,19,2,2,0.3061736979860715,0.17327006419955002,Card,0.26120378601683836,0,1
1404,29,Tier1,Gig,82308,36243,1,20,7,0,0.3738871738155749,0.1141030772898085,UPI,0.44033386791077417,1,38
1405,26,Tier2,Startup,75910,15509,2,21,10,4,0.2759382691313592,0.15849643456605536,Card,0.20430773284152284,0,3
1406,36,Tier1,MNC,51814,12211,0,20,5,1,0.1284911115629209,0.4371414360320171,UPI,0.2356698961670591,0,3
1407,53,Tier1,MNC,57980,12746,2,10,6,1,0.3302024698108595,0.21969013905864648,Card,0.2198344256640221,0,2
1408,42,Tier1,MNC,61783,13653,0,8,10,2,0.2503109923251223,0.12799607368467777,NetBanking,0.22098311833352216,0,2
1409,21,Tier2,Gig,66484,27158,2,7,6,1,0.23873873737849097,0.051756552287760486,Card,0.40848926057397267,0,3
1410,29,Tier1,MNC,82086,28065,1,18,8,4,0.11569342481378656,0.194814429277857,UPI,0.3418975221109568,0,2
1411,31,Tier1,Gig,81501,37196,1,8,16,1,0.6833394949285555,0.1289357580688967,Card,0.45638703819585036,1,118
1412,27,Tier3,Gig,89009,22639,2,16,9,2,0.11670207028222881,0.36295677430648576,UPI,0.25434506622925773,1,98
1413,26,Tier2,MNC,61262,16699,1,7,17,1,0.13664435924295684,0.17923978964599202,UPI,0.2725833306127779,0,2
1414,54,Tier2,MNC,27799,7187,1,19,8,2,0.3223411811625731,0.028754645542018772,Card,0.2585344796575416,0,4
1415,43,Tier1,MNC,52140,18015,2,10,6,1,0.2592819531803618,0.009274271490342842,Card,0.345512082853855,0,2
1416,27,Tier2,MNC,36441,13436,2,22,7,1,0.22027598968230197,0.12264568039223032,Card,0.3687055788809308,0,0
1417,38,Tier2,MNC,65117,27958,2,11,3,0,0.1689319222783486,0.057962813020434704,UPI,0.429350246479414,0,0
1418,32,Tier1,Startup,31013,4687,2,11,9,1,0.26909121565435207,0.016885690678489974,UPI,0.15113017121852126,0,0
1419,32,Tier2,Gig,73239,15346,1,17,14,3,0.08153326190746793,0.023437411793288752,Card,0.20953317221698822,0,0
1420,34,Tier2,Gig,64131,11013,1,14,3,2,0.059869428848456224,0.05075410367807766,UPI,0.17172662207044956,0,0
1421,52,Tier1,Gig,43123,13897,2,18,8,3,0.4875205398876913,0.13564086065068537,Card,0.32226422094937734,0,2
1422,50,Tier3,SME,53544,23259,2,7,10,1,0.2630683570872491,0.15894426532932573,Wallet,0.4343904078888391,1,119
1423,39,Tier3,SME,74773,12117,3,18,4,1,0.17465450329561147,0.07310124191549092,Card,0.16205047276423307,0,0
1424,30,Tier2,MNC,68205,29685,3,22,12,2,0.37794511630238276,0.14545536029841633,UPI,0.43523202111282167,0,3
1425,50,Tier1,SME,67860,33247,0,17,2,0,0.2745643722030405,0.06661717294161845,UPI,0.4899351606248158,0,3
1426,28,Tier2,SME,82655,15404,2,9,15,4,0.38910997593083907,0.23619078509956615,NetBanking,0.18636501119109553,0,1
1427,22,Tier1,MNC,61597,24791,3,18,13,2,0.33091104120137493,0.19728734489000807,UPI,0.4024708995567966,0,1
1428,25,Tier2,Startup,57878,21164,2,8,11,2,0.1654969891411193,0.1103778557591257,UPI,0.3656657106327102,0,0
1429,39,Tier2,MNC,46743,14676,0,23,14,1,0.21149880481199698,0.16884197812505736,UPI,0.31397214556190234,0,0
1430,46,Tier1,Gig,67504,27758,2,17,8,0,0.30095554581406253,0.08456024894943441,UPI,0.4112052619104053,0,3
1431,28,Tier1,MNC,49796,11655,0,11,16,0,0.32005539598800153,0.01900751274378961,Card,0.23405494417222267,0,1
1432,40,Tier2,MNC,69007,11613,2,14,15,2,0.31053698851569655,0.04645490128047108,UPI,0.1682872752039648,0,1
1433,30,Tier3,SME,32893,8730,2,6,15,0,0.2819474626375781,0.044797455666947185,NetBanking,0.2654060134375095,0,3
1434,24,Tier3,Startup,78495,27674,2,13,0,4,0.12068530970696344,0.054060758804442804,UPI,0.3525574877380725,0,2
1435,42,Tier1,SME,40312,15174,2,13,6,4,0.17545630915032512,0.0675078056917875,UPI,0.3764139710259972,0,1
1436,36,Tier1,Startup,67792,25291,0,12,10,3,0.13870824074678823,0.022852157327588572,UPI,0.37306761859806464,0,2
1437,33,Tier1,MNC,47749,21983,1,16,1,1,0.4578530237824383,0.0032069773871711642,Card,0.4603866049550776,1,100
1438,54,Tier2,MNC,70696,25773,2,16,3,2,0.30990274594937034,0.16902044261259958,UPI,0.3645609369695598,0,2
1439,53,Tier1,SME,53761,10746,1,11,3,2,0.28526010451272604,0.02091613128031254,Card,0.1998846747642343,0,2
1440,52,Tier2,SME,53215,21896,1,7,1,2,0.3521923461355987,0.14712780457020327,UPI,0.41146293338344453,0,0
1441,27,Tier2,MNC,60429,27572,3,12,9,2,0.06362944730244882,0.062484353107611544,Wallet,0.4562709957139784,1,94
1442,40,Tier2,MNC,69676,25754,3,6,7,2,0.14435209124015336,0.04712892834566572,NetBanking,0.3696251219932258,0,2
1443,34,Tier3,Gig,82835,22867,3,21,11,3,0.2991359265252008,0.18000753816625864,NetBanking,0.2760548077503471,1,109
1444,28,Tier2,Startup,79579,29410,2,9,10,0,0.409840741945468,0.18279165658261523,NetBanking,0.36956986139559433,0,3
1445,39,Tier3,MNC,74032,20450,2,15,12,2,0.3997057319821067,0.016372692719422228,UPI,0.27623189971904044,0,2
1446,41,Tier2,Startup,52919,9964,3,15,0,2,0.13708971711443618,0.12797133901658825,UPI,0.18828776053969273,0,1
1447,49,Tier3,SME,51542,12132,1,22,9,2,0.043566171139859534,0.30955396990730705,NetBanking,0.23538085444879903,1,80
1448,38,Tier2,MNC,64041,12394,1,9,7,1,0.25292844470138576,0.04525910605568175,Card,0.19353226839056228,0,2
1449,40,Tier1,MNC,61705,24473,2,12,16,1,0.34818875824539997,0.025713472582019073,UPI,0.3966129162952759,0,5
1450,53,Tier2,MNC,45832,12268,1,8,11,1,0.22195579583109293,0.049868598054243166,UPI,0.2676732414033863,0,3
1451,26,Tier2,MNC,33383,11672,1,14,16,1,0.12780698328178725,0.0349300674604372,UPI,0.3496390378336279,0,0
1452,21,Tier1,SME,46309,14255,2,12,11,0,0.21385745123977423,0.19755231801425494,Card,0.30782353322248374,0,4
1453,26,Tier1,MNC,69600,18728,2,6,0,2,0.20675447011076584,0.016779107597191326,UPI,0.26908045977011497,0,5
1454,31,Tier2,SME,76806,12987,1,21,2,2,0.27886515923630817,0.16079681798250903,UPI,0.1690883524724631,0,3
1455,30,Tier2,Gig,48310,13351,1,11,6,2,0.14970627299510042,0.14982644223200295,Card,0.2763610018629683,0,2
1456,34,Tier1,Gig,52985,22926,2,19,3,2,0.20035030694886435,0.08163181431080181,UPI,0.4326884967443616,0,1
1457,43,Tier1,SME,87882,36015,3,7,16,3,0.528656009779501,0.04876244518562461,Card,0.4098108827746296,0,0
1458,45,Tier3,Startup,50241,19718,3,8,11,4,0.4929946944722535,0.04092426806168321,UPI,0.3924683027805975,0,2
1459,44,Tier3,Startup,49561,17716,3,21,3,1,0.27327992601110107,0.06898873361659108,Card,0.3574584855027138,1,45
1460,46,Tier1,MNC,80869,34704,1,16,14,2,0.17575357206651004,0.009914467710446897,UPI,0.42913848322595805,0,2
1461,38,Tier1,SME,64795,19070,1,18,3,1,0.07733847046190931,0.07660888656256154,Card,0.2943128327803071,0,2
1462,45,Tier3,SME,47093,23433,3,19,1,1,0.4619819071289594,0.07140964988338373,UPI,0.49758987535302485,1,84
1463,50,Tier1,Gig,42680,15427,3,20,14,2,0.1120130845824261,0.007361676964491238,NetBanking,0.36145735707591375,0,2
1464,40,Tier2,Gig,65897,18195,1,19,6,4,0.14692225980465287,0.06809439296356688,NetBanking,0.2761127213681958,1,33
1465,48,Tier1,Gig,54277,21206,2,20,11,2,0.36996501053149017,0.17526251197858875,UPI,0.39069955966615694,0,2
1466,39,Tier1,SME,48936,22620,1,19,13,3,0.03933088753341371,0.33046181454004997,UPI,0.46223639038744485,1,77
1467,32,Tier1,Gig,54121,24350,2,12,8,0,0.26036419983178977,0.012094436681867873,NetBanking,0.44991777683339185,0,0
1468,30,Tier2,SME,36830,11763,2,20,16,0,0.20596792657003504,0.4436874179567256,UPI,0.31938636980722235,1,57
1469,49,Tier1,MNC,73576,36122,3,12,10,3,0.08381331208670763,0.02655063939766924,Card,0.49094813526149833,1,40
1470,50,Tier1,Startup,69088,28900,1,23,8,3,0.395724124777494,0.13844075517900428,Card,0.4183070866141732,0,0
1471,27,Tier1,MNC,89729,28221,2,18,17,2,0.39322581426990283,0.09694466656915707,NetBanking,0.3145137023704711,0,2
1472,35,Tier1,Startup,55791,12499,3,14,8,2,0.24044845875351223,0.046725473206248064,UPI,0.22403255005287592,0,2
1473,42,Tier2,MNC,64446,13666,2,21,16,2,0.1440140263651876,0.17787596533857747,NetBanking,0.2120535021568445,0,4
1474,33,Tier1,MNC,39919,9348,1,22,8,3,0.18657489378186934,0.2203398020780276,NetBanking,0.2341742027605902,0,0
1475,38,Tier1,Gig,55101,22333,2,12,13,4,0.5740209212999019,0.0025129523126094645,Card,0.40531024845284114,1,109
1476,48,Tier1,SME,67703,16889,1,10,0,0,0.19915479458354798,0.014344793292239524,NetBanking,0.24945718801234806,1,109
1477,29,Tier2,MNC,46584,10581,3,17,7,0,0.24834551210178998,0.04938129394787777,NetBanking,0.2271380731581659,0,3
1478,45,Tier2,Gig,49583,7484,1,8,9,2,0.20643228980637346,0.015990271761043336,UPI,0.15093882984087287,0,1
1479,35,Tier2,Startup,61123,24124,3,13,16,5,0.20180239692580995,0.08380653874221644,NetBanking,0.394679580517972,0,5
1480,31,Tier2,MNC,54270,13587,3,21,14,2,0.39800993467001866,0.08041851997972504,UPI,0.25035931453841903,0,3
1481,23,Tier1,MNC,57263,19558,2,10,12,2,0.1843678215201831,0.08226783549600694,UPI,0.34154689764769575,0,0
1482,21,Tier1,MNC,67665,32084,2,16,6,2,0.2571644644008741,0.04734732001219378,UPI,0.47415946205571563,1,37
1483,27,Tier1,Gig,76959,21380,1,23,15,4,0.19740154041139005,0.0869477834816929,UPI,0.27781026260736236,0,2
1484,21,Tier1,Gig,68133,10936,2,11,1,2,0.132237510698678,0.0394134235368908,UPI,0.16050959153420516,0,3
1485,39,Tier2,Gig,77788,29863,2,17,10,3,0.16212361843619785,0.30197295212732955,Wallet,0.3839024013986733,1,116
1486,49,Tier2,MNC,31384,10979,2,9,2,1,0.12238077548664808,0.030269773815238498,Card,0.349827937802702,0,6
1487,22,Tier1,MNC,81200,25444,2,14,14,1,0.29824955159823613,0.17471525436564045,UPI,0.3133497536945813,0,2
1488,26,Tier3,Gig,41459,14040,3,18,9,4,0.23695870472387182,0.04162418903025779,UPI,0.338647820738561,1,50
1489,50,Tier1,Startup,50710,23983,2,23,9,3,0.26157162713201276,0.052165965807586125,Card,0.47294419246696906,0,1
1490,41,Tier3,MNC,55584,20833,3,10,17,2,0.5945263601569978,0.04138333804277437,UPI,0.37480210132412206,0,1
1491,47,Tier2,MNC,64934,14822,0,18,9,0,0.26775365309376176,0.06722134009500542,UPI,0.22826254350571348,1,38
1492,41,Tier1,Gig,34912,14082,2,12,13,2,0.15006333593549923,0.007060910130408032,UPI,0.4033570119156737,0,6
1493,53,Tier2,MNC,77340,12946,1,8,10,5,0.3157194752564135,0.061305602240202706,NetBanking,0.1673907421773985,0,0
1494,28,Tier2,Startup,66714,20466,2,14,5,1,0.3661931461495338,0.08129263533925522,UPI,0.30677219174386183,0,2
1495,49,Tier1,SME,51503,21309,2,12,13,2,0.07375599539445687,0.06723366900450363,Card,0.4137428887637613,0,2
1496,36,Tier3,SME,71086,11680,2,14,8,3,0.34403435708548136,0.12052997049191881,NetBanking,0.16430802127001098,0,2
1497,22,Tier1,MNC,58684,9653,2,12,4,0,0.15138944070231214,0.09265108099675838,UPI,0.16449117306250427,0,1
1498,35,Tier1,MNC,60575,19402,1,6,2,1,0.2243531907286274,0.03361627646682204,Card,0.3202971522905489,0,5
1499,35,Tier2,Gig,72049,18246,2,15,14,4,0.2594493219218962,0.21105095073344257,NetBanking,0.2532443198378881,1,30
1500,38,Tier2,Gig,60214,12650,3,23,1,1,0.23974116519372737,0.008704440454059936,UPI,0.21008403361344538,0,2
1501,26,Tier2,SME,55660,19241,2,18,14,1,0.07719430452624462,0.03287382309646135,UPI,0.3456881063600431,0,2
1502,50,Tier1,SME,65687,27480,2,11,15,2,0.043909516720920624,0.11464470110657687,NetBanking,0.4183476182501865,0,2
